rank,player,pos,team_26,age,bye,ecr_ovr,ecr_pos,g_25,ppgA_25,ppgB_25,top6A_25,floorA_25,tgt_25,tgt_share_25,car_25,ru100_25,re100_25,pass_td_25,p300_25,ru_yds_25,snap_pct_25,espn_adp,note,pos_rank
11,A.J. Brown,WR,NE,29.2,11.0,14.25,8.54,15.0,15.186666666666667,15.353333333333332,25.53333333333333,8.5,121.0,0.2951219512195122,0.0,0.0,5.0,0.0,0.0,0.0,0.9066666666666666,25.5,"15.2 ppg, 30% share, best-6 avg 25.5. Traded to NE: Drake Maye (31 TD) and Diggs's 1,013 vacated yards. Age 29.",7
12,Trey McBride,TE,ARI,26.8,14.0,21.0,1.68,17.0,18.84705882352941,18.93529411764706,28.71666666666667,12.2,169.0,0.2739059967585089,0.0,0.0,3.0,0.0,0.0,0.0,0.9135294117647058,18.0,"18.9 ppg = TE1 by 4 ppg over TE2; 169 tgt, 27% share, WR-like usage. Brissett replaces Kyler (Brissett threw to him at 8+ tgt/g in 2025 too).",1
13,Justin Jefferson,WR,MIN,27.2,6.0,9.36,5.85,17.0,12.117647058823527,12.205882352941176,18.46666666666667,7.7,141.0,0.3025751072961373,2.0,0.0,3.0,0.0,0.0,7.0,0.9417647058823532,15.0,"12.1 ppg (141 tgt, 30% share, 2 TD, 7.4 yds/target vs 9.95 in 2024; 19.1 ppg in 2024). TD rate will rebound (+1.5-2 ppg); the efficiency half depends on Kyler Murray. Range WR6-WR14, and ECR 9 already prices most of the rebound. Softest Weeks 15-17 WR slate in the NFL (DET, WAS, @NYJ).",8
14,James Cook III,RB,BUF,27.0,7.0,15.97,5.75,17.0,19.65882352941177,18.952941176470592,30.83333333333333,10.7,40.0,0.0835073068893528,309.0,9.0,0.0,0.0,0.0,1621.0,0.571764705882353,10.5,"19.7 ppg, 309 car, nine 100-yd rushing games (+32 bonus pts in League A, most of any RB). Only 40 tgt: low PPR floor (10.7), high bonus ceiling. ESPN rooms take him ~pick 10.",5
15,Nico Collins,WR,HOU,27.5,8.0,16.0,9.69,15.0,15.38,15.48,22.46666666666667,9.3,120.0,0.2464065708418891,2.0,0.0,3.0,0.0,0.0,15.0,0.772,28.0,"15.4 ppg (18.1 in 2024), 25% share. Jayden Higgins (ACL) and Dell (IR) out: Collins is the only proven target in HOU. ESPN drafters take him ~12 picks later than experts.",9
16,George Pickens,WR,DAL,25.5,14.0,20.43,11.81,17.0,17.61176470588235,17.758823529411764,29.25,11.8,137.0,0.2257001647446458,0.0,0.0,5.0,0.0,0.0,0.0,0.8111764705882354,31.5,"17.6 ppg, 137 tgt, 9 TD, best-6 avg 29.3. TD-dependent (9 of 137 tgt) with Lamb back healthy: ceiling real, share capped ~23%.",10
17,Chase Brown,RB,CIN,26.5,6.0,17.86,6.64,17.0,17.15294117647059,16.976470588235294,24.566666666666663,11.8,88.0,0.1449752883031301,232.0,3.0,0.0,0.0,0.0,1019.0,,24.5,17.2 ppg full season; 22.8 ppg over the last 6 with Burrow healthy (two 32-pt games); 88 tgt. ESPN ADP ~26: the one RB1-ceiling back that actually reaches pick 19-24.,6
18,De'Von Achane,RB,MIA,24.9,6.0,20.99,7.77,16.0,20.925,20.675,28.45,16.575000000000003,85.0,0.1981351981351981,238.0,4.0,0.0,0.0,0.0,1350.0,0.75375,8.5,"20.9 ppg, 85 tgt, 238 car, floor 16.6 (second only to McCaffrey). MIA's offense is Malik Willis throwing to Malik Washington / Tolbert / rookie Caleb Douglas: Achane is the whole offense, for better and worse. ESPN rooms take him ~pick 8.",7
19,Chris Olave,WR,NO,26.2,8.0,17.99,10.74,16.0,17.03125,17.125,25.316666666666663,12.15,156.0,0.2937853107344633,1.0,0.0,3.0,0.0,0.0,-3.0,0.843125,29.0,"17.0 ppg, 156 tgt, 29% share, led NFL in air yards. Rookie Tyson on IR ~2 months: target monopoly with Shough.",11
20,Derrick Henry,RB,BAL,32.7,13.0,37.72,13.46,17.0,18.147058823529413,17.5,29.450000000000003,11.2,21.0,0.0515970515970515,307.0,8.0,0.0,0.0,0.0,1595.0,0.5452941176470588,19.0,"18.1 ppg, 307 car, eight 100-yd games (+29 bonus pts in A). Age 32.7; only 21 tgt (floor 11.2). New OC Doyle. Soft Weeks 15-17 (@PIT, CLE, @CIN). Age-cliff risk is extreme; ESPN takes him ~19.",8
21,Brock Bowers,TE,LV,23.7,13.0,19.03,1.45,12.0,14.933333333333332,15.016666666666666,21.166666666666668,9.400000000000002,86.0,0.2362637362637362,2.0,0.0,2.0,0.0,0.0,2.0,0.8591666666666667,14.0,"14.9 ppg in 12 g (2025, injured); 15.6 ppg TE1 in 2024. Cousins + Kubiak scheme. TE2-4 tier is worth ~4 ppg over replacement.",2
22,Rashee Rice,WR,KC,26.4,5.0,24.68,13.69,8.0,18.95,19.0125,22.4,11.525000000000002,78.0,0.2867647058823529,5.0,0.0,1.0,0.0,0.0,20.0,0.74875,22.0,"19.0 ppg in 8 g, 9.8 tgt/g, 29% share. Mahomes back from ACL/LCL; Bieniemy OC. Has not played more than 8 games since 2023.",12
23,DeVonta Smith,WR,PHI,27.8,10.0,24.04,13.53,17.0,12.047058823529412,12.105882352941176,20.616666666666667,7.0,113.0,0.2435344827586207,0.0,0.0,2.0,0.0,0.0,0.0,0.8441176470588235,39.4,"12.1 ppg, 113 tgt. A.J. Brown traded to NE: Smith is the only proven WR in PHI (Hurts, 25 TD). ESPN ADP ~39 = end of R4.",13
24,Saquon Barkley,RB,PHI,29.6,10.0,24.35,8.83,16.0,15.08125,14.89375,22.566666666666663,9.3,50.0,0.1162790697674418,280.0,3.0,0.0,0.0,0.0,1140.0,0.783125,18.5,"15.1 ppg in 2025 (24.6 in 2024), 280 car, 50 tgt, 4.07 YPC. Age 29.6 = RB cliff zone (top-20 RB seasons halve at 29).",9
25,Ashton Jeanty,RB,LV,22.8,13.0,26.37,9.47,17.0,14.770588235294117,14.652941176470588,24.75,8.2,73.0,0.1480730223123732,266.0,2.0,0.0,0.0,0.0,975.0,0.7788235294117647,20.0,"14.8 ppg, 266 car, 73 tgt, best-6 avg 24.8. Ankle sprain Aug 23, on the side Sep 1, HC 'optimistic' for Wk 1. Cousins/Kubiak upgrade over 2025.",10
26,Kenneth Walker III,RB,KC,25.9,5.0,26.05,9.29,17.0,11.641176470588237,11.523529411764706,19.78333333333333,6.6000000000000005,36.0,0.0791208791208791,221.0,2.0,0.0,0.0,0.0,1027.0,0.4688235294117647,17.0,"11.6 ppg in SEA committee (RB28); now KC's clear lead back (Reid RB1s average 250+ touches). Shoe-related ankle swelling, expected Wk 1.",11
27,Garrett Wilson,WR,NYJ,26.1,13.0,29.62,15.89,7.0,14.214285714285714,14.214285714285714,16.583333333333332,6.65,59.0,0.3430232558139535,0.0,0.0,0.0,0.0,0.0,0.0,0.87,40.0,"14.2 ppg in 7 g, 34% target share. Geno Smith is the new QB (upgrade). Missed 10 games in 2025.",14
28,Zay Flowers,WR,BAL,26.0,13.0,30.3,15.89,17.0,14.576470588235296,14.664705882352942,22.48333333333333,11.4,118.0,0.2899262899262899,10.0,0.0,3.0,0.0,0.0,62.0,0.8647058823529411,42.0,"14.6 ppg, 118 tgt, 29% share, 17 games. New OC Doyle; quad contusion 'nothing major'.",15
29,Tetairoa McMillan,WR,CAR,23.4,5.0,35.61,18.12,17.0,12.729411764705883,12.788235294117648,19.9,8.600000000000001,122.0,0.2541666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.871764705882353,43.0,"12.7 ppg, 122 tgt, 25% share, OROY, 40.9% air-yard share. Year-2 leap profile; Bryce Young caps ceiling.",16
30,Malik Nabers,WR,NYG,23.1,8.0,24.54,13.42,4.0,14.65,14.775,14.65,3.825,35.0,0.2868852459016393,0.0,0.0,1.0,0.0,0.0,0.0,0.795,30.0,"18.5 ppg over 15 games in 2024 (the 2025 four-game sample is one 39-pt game). ACL+meniscus: cleared for contact, has not committed to Wk 1 vs DAL. Dart at QB. Elite share when healthy; Karabell has him on ESPN's do-not-draft list, so he may fall.",17
31,Josh Allen,QB,BUF,30.3,7.0,25.84,1.04,16.0,22.78875,26.28875,32.913333333333334,16.39,0.0,0.0,112.0,0.0,0.0,25.0,3.0,579.0,0.9217647058823528,24.0,"22.8 ppg (4-pt) / 26.3 (6-pt), 14 rush TD, 112 car. QB1 both formats; DJ Moore added. Realized edge over QB11 was ~4.9 ppg; QB edges persist only ~half as well as RB/WR, so the expected edge is ~3 ppg (a WR12-15 equivalent). ESPN rooms let him reach ~24.",1
32,Emeka Egbuka,WR,TB,23.9,10.0,40.83,20.55,17.0,11.776470588235291,11.86470588235294,21.73333333333333,5.0,127.0,0.2351851851851852,2.0,0.0,3.0,0.0,0.0,9.0,0.776470588235294,52.5,"11.8 ppg, 127 tgt, 24% share as rookie; hot Wks 1-5 then faded. Toe sprain, day-to-day, Bowles 'hopeful' Wk 1. Evans gone (SF); Godwin (30, off major injuries) is the WR2.",18
33,Ladd McConkey,WR,LAC,24.8,7.0,34.85,17.92,16.0,11.49375,11.55625,18.73333333333333,4.25,106.0,0.2115768463073852,0.0,0.0,2.0,0.0,0.0,0.0,0.775,49.0,"11.5 ppg (15.3 in 2024), 106 tgt. McDaniel OC historically feeds slot WRs. Year-3 bounce candidate.",19
34,Breece Hall,RB,NYJ,25.3,13.0,39.93,14.12,16.0,13.72875,13.60375,22.56,6.875000000000001,48.0,0.1085972850678733,243.0,4.0,0.0,1.0,0.0,1065.0,0.64375,31.0,"13.7 ppg, 243 car, 48 tgt. Signed a 3-yr/$45.75M extension in May (locked-in RB1); Geno Smith at QB. Groin, on track for Wk 1.",12
35,Kyren Williams,RB,LA,26.0,11.0,41.52,14.91,17.0,15.664705882352942,15.605882352941178,22.1,11.1,50.0,0.0860585197934595,259.0,1.0,0.0,0.0,0.0,1252.0,0.6829411764705882,34.0,"15.7 ppg, 259 car, 50 tgt, 17 games in 2025 (16 in 2024). Corum behind him. Safe RB2, low ceiling. ESPN takes him ~34.",13
36,Javonte Williams,RB,DAL,26.4,14.0,44.62,15.86,16.0,15.55,15.425,22.33333333333333,11.125,51.0,0.0873287671232876,252.0,2.0,0.0,0.0,0.0,1201.0,0.69,32.0,"15.6 ppg, 252 car, 51 tgt in DAL's league-worst defense environment (shootouts). Cheap volume RB2.",14
37,Omarion Hampton,RB,LAC,23.5,7.0,25.57,9.15,9.0,15.41111111111111,15.3,19.933333333333334,8.100000000000001,35.0,0.125,124.0,1.0,0.0,0.0,0.0,545.0,0.6344444444444445,19.5,"15.4 ppg in 9 g (ankle). OC McDaniel says all three of Hampton/Vidal/Mitchell play every game, 'hot hand'. Committee = fade at ESPN's ~pick-20 price; fine at 37-44.",15
38,Cam Skattebo,RB,NYG,24.6,8.0,57.42,20.61,8.0,15.9625,15.9625,19.133333333333336,12.25,32.0,0.1322314049586777,101.0,0.0,0.0,0.0,0.0,410.0,0.5225,44.0,"16.0 ppg in 8 g before tibia/ankle fracture. Back, played preseason, listed starter under Harbaugh (run-heavy). ESPN ADP RB18-ish.",16
39,Tee Higgins,WR,CIN,27.6,6.0,36.89,18.56,15.0,14.206666666666669,14.24,22.0,9.0,98.0,0.1859582542694497,0.0,0.0,1.0,0.0,0.0,0.0,0.8086666666666666,55.0,"14.2 ppg, 11 TD on 98 tgt (11.2% TD rate; league ~5.5%, so ~5 TD and ~12 ppg is the regressed line). Heel contusion, limited but expected Wk 1. ESPN price ~55: fine at 42-59, not at 30.",20
40,Colston Loveland,TE,CHI,22.4,10.0,37.44,3.23,16.0,10.4125,10.44375,19.28333333333333,5.075,82.0,0.1653225806451612,1.0,0.0,1.0,0.0,0.0,-2.0,0.645,45.3,"10.4 ppg as a rookie (TE16 per game), 82 tgt (17% share), 64% snaps. Rank is a role bet (DJ Moore's 85 targets vacated, Ben Johnson), not a production one. ESPN ADP 45: take him at 42-45 only if TE-less.",3
41,Jeremiyah Love,RB,ARI,21.3,14.0,41.44,14.58,,,,,,,,,,,,,,,25.0,"Rookie #3 overall (R1 RBs hit top-24 71% of the time). High-ankle sprain Aug 13; LaFleur says 'about 50/50' for Wk 1 (Sep 2), back by Wk 2-3 if he sits. Team's official chart lists Allgeier first. ESPN drafters take him ~25: do not pay that.",17
42,Jaylen Waddle,WR,DEN,27.8,10.0,34.78,17.95,16.0,12.22625,12.2575,19.42,7.0,100.0,0.2331002331002331,2.0,0.0,1.0,0.0,0.0,28.0,0.77625,46.5,"12.2 ppg (10.2 in 2024), 100 tgt. Traded to DEN: Nix, Sutton competition. Volume unclear.",21
43,Luther Burden III,WR,CHI,22.7,10.0,46.99,23.64,15.0,8.726666666666667,8.793333333333333,15.699999999999998,2.35,60.0,0.1279317697228145,6.0,0.0,2.0,0.0,0.0,37.0,0.3966666666666666,60.5,"8.7 ppg but 5.6 tgt/g over Wks 10-18, #3 in NFL yards per route run (2.69). DJ Moore's 85 targets vacated. Classic year-2 breakout.",22
44,DJ Moore,WR,BUF,29.4,7.0,52.06,25.68,17.0,10.128235294117648,10.245882352941177,19.263333333333332,3.1,85.0,0.1597744360902255,15.0,0.0,0.0,1.0,0.0,79.0,0.8482352941176471,61.0,10.1 ppg in CHI; traded to BUF as Josh Allen's WR1 (Diggs/Cooper never cleared 85 tgt there). Floor play at WR3 price.,23
45,Drake Maye,QB,NE,24.0,11.0,37.67,3.27,17.0,20.70352941176471,24.468235294117648,26.53,15.96,1.0,0.0020746887966804,103.0,0.0,0.0,31.0,1.0,450.0,0.9576470588235296,48.0,"20.7/24.5 ppg, 31 TD, 450 rush yds, 17 games, age 24. A.J. Brown added. QB2-4 in 6-pt scoring (+2.7 ppg over QB11 in 2025). ESPN ADP ~48: he is a pick-37 decision in League B.",2
46,Travis Etienne Jr.,RB,NO,27.6,8.0,47.64,16.99,17.0,15.28823529411765,15.17058823529412,22.78333333333333,9.5,52.0,0.1035856573705179,260.0,2.0,0.0,0.0,0.0,1107.0,0.6011764705882353,38.0,"15.3 ppg, 260 car, 52 tgt in JAX; signed with NO, Kamara (31) still there. Volume RB2.",18
47,Bucky Irving,RB,TB,24.1,10.0,58.68,21.25,10.0,14.0,14.05,17.61666666666667,8.925,35.0,0.1129032258064516,173.0,0.0,1.0,0.0,0.0,588.0,0.616,51.0,"14.0 ppg in 10 g; shoulder surgery healed, 'full go'. Gainwell added for a pony package. TB has PFF's #3 OL.",19
48,Jadarian Price,RB,SEA,22.9,11.0,73.22,25.98,,,,,,,,,,,,,,,68.0,"Rookie R1 (#32), listed RB1 in SEA with Walker gone and Charbonnet on PUP. Super Bowl champion offense, Darnold. ECR 73 = discount for a lead back.",20
49,Quinshon Judkins,RB,CLE,22.9,11.0,62.03,22.36,14.0,12.342857142857143,12.271428571428572,18.96666666666667,6.775,36.0,0.0827586206896551,230.0,1.0,0.0,0.0,0.0,827.0,0.505,47.0,"12.3 ppg in 14 g, 230 car (65% of CLE RB carries), 10.5 ppg after Wk 9. Upgraded OL, Watson at QB, Sampson takes passing downs. ESPN takes him ~47.",21
50,D'Andre Swift,RB,CHI,27.7,10.0,54.7,19.7,16.0,14.85,14.6625,22.766666666666666,9.375,48.0,0.0963855421686747,223.0,3.0,0.0,0.0,0.0,1087.0,0.57875,52.0,"14.8 ppg, 223 car, 48 tgt; Monangai (knee) doubtful early. Ben Johnson offense.",22
51,David Montgomery,RB,HOU,29.3,8.0,61.35,22.15,17.0,9.99529411764706,10.054117647058824,16.97,6.0,29.0,0.0527272727272727,158.0,1.0,0.0,1.0,0.0,716.0,0.3705882352941176,53.0,10.0 ppg in DET committee; traded to HOU as the clear RB1 with Marks on passing downs. Age 29. Goal-line volume play.,23
52,Tyler Warren,TE,IND,24.3,13.0,53.13,3.99,17.0,11.088235294117649,11.088235294117649,16.783333333333335,7.6,112.0,0.2117202268431001,6.0,0.0,0.0,0.0,0.0,8.0,0.8382352941176471,54.0,"11.1 ppg, 112 tgt (21% share) as a rookie, 84% snaps. Daniel Jones back. TE3-5 range; ESPN ~54.",4
53,Jameson Williams,WR,DET,25.5,6.0,54.74,27.01,17.0,13.288235294117648,13.405882352941177,23.38333333333333,5.7,102.0,0.1854545454545454,6.0,0.0,4.0,0.0,0.0,12.0,0.9017647058823528,70.0,"13.3 ppg, 102 tgt, 90% snaps, best-6 23.4. Deep-threat volatility; new OC Petzing.",24
54,MarShawn Lloyd,RB,GB,25.7,11.0,179.03,56.02,,,,,,,,,,,,,,,96.0,Lead back in GB with Jacobs on the exempt list (open-ended; 6+ games likely). One career game; Kaleb Johnson (traded from PIT Aug 30) and Chris Brooks share. Printed sheets (~180) predate the news; Mike Clay has him RB33. Survives to 62/64 in almost every simulated room.,24
55,Terry McLaurin,WR,WAS,31.0,7.0,47.16,23.64,10.0,11.42,11.42,14.066666666666668,8.65,60.0,0.2325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.704,56.0,"11.4 ppg in 10 g, age 31. Diggs added Aug 7; Daniels' health. Fading volume.",25
56,Davante Adams,WR,LA,33.7,11.0,50.13,25.17,14.0,16.02857142857143,16.064285714285713,23.05,9.6,114.0,0.2478260869565217,0.0,0.0,1.0,0.0,0.0,0.0,0.7142857142857143,46.0,"16.0 ppg, 14 TD on 114 tgt (12.3% TD rate; regressed line ~12.7 ppg). Age 33.7. The only top-50 WR ESPN rooms take EARLIER than experts (~46): never a value there.",26
57,Lamar Jackson,QB,BAL,29.7,13.0,32.06,2.59,13.0,16.52769230769231,19.75846153846154,24.95333333333333,7.220000000000001,0.0,0.0,67.0,0.0,0.0,21.0,0.0,349.0,0.9223076923076924,38.0,"16.5/19.8 ppg in 13 g (2 rush TD, QB17 by ppg); 25.5 ppg in 2024. Shrinking the two years together gives ~QB5. Age 29.7, new OC. ESPN takes him ~38: let someone else pay for 2024.",3
58,Joe Burrow,QB,CIN,29.7,6.0,45.81,4.48,8.0,16.8075,21.5575,20.320000000000004,8.375,0.0,0.0,14.0,0.0,0.0,17.0,2.0,41.0,0.8775,58.0,16.8/21.6 ppg in 8 g (turf toe). Healthy: 2024 was 22.9 ppg (4-pt). Chase/Higgins/Brown. QB1 upside at QB5 price.,4
59,Jalen Hurts,QB,PHI,28.1,10.0,56.5,5.86,16.0,18.81625,22.06625,26.08,13.88,0.0,0.0,105.0,0.0,0.0,25.0,1.0,421.0,0.97625,60.0,"18.8/22.1 ppg, 8 rush TD, 105 car. A.J. Brown gone lowers passing ceiling; Tush Push keeps TD floor.",5
60,Justin Herbert,QB,LAC,28.5,7.0,71.63,8.25,16.0,18.43,21.805,27.63,12.76,0.0,0.0,83.0,0.0,0.0,26.0,4.0,498.0,0.968125,114.0,"18.4/21.8 ppg, 26 TD, 498 rush yds (career high), 16 games. ESPN ADP QB15 (~pick 114) vs expert QB7: he is there at 79 in ~100% of simulated rooms and at 99 in ~85%. Take him at 82-99, not 79.",6
61,Wan'Dale Robinson,WR,TEN,25.7,9.0,85.58,38.64,16.0,13.9,13.99375,22.98333333333333,7.75,140.0,0.2972399150743099,3.0,0.0,3.0,0.0,0.0,5.0,0.9075,93.0,"13.9 ppg, 140 tgt, 30% share in NYG. Signed 4yr/$78M with TEN (Daboll OC). Slot PPR floor; Tate competes.",27
62,Kyle Pitts Sr.,TE,ATL,25.9,11.0,78.91,6.79,17.0,12.488235294117649,12.51764705882353,21.48333333333333,5.800000000000001,118.0,0.2277992277992278,0.0,0.0,1.0,0.0,0.0,0.0,0.88,73.0,"12.5 ppg, 118 tgt (23% share), 17 games. Tua at QB is a target-funnel QB. TE4-6.",5
63,Trevor Lawrence,QB,JAX,26.9,7.0,77.84,9.35,17.0,19.89294117647059,23.42235294117647,28.296666666666663,15.02,0.0,0.0,82.0,0.0,0.0,29.0,1.0,359.0,0.967058823529412,92.0,"19.9/23.4 ppg, 29 TD, 359 rush yds, 9 rush TD, 17 games. Priced QB9-10; Coen offense year 2.",7
64,Matthew Stafford,QB,LA,38.6,11.0,104.33,14.59,17.0,21.08117647058824,26.61058823529412,29.01,13.6,0.0,0.0,29.0,0.0,0.0,46.0,4.0,1.0,0.9852941176470588,76.0,"21.1/26.6 ppg, 46 TD on a 7.7% TD rate (league 4.6%, his own 2024 3.5%). At a top-10 rate he is ~32 TD and ~22 ppg in League B (QB8-11). Age 38.6. Biggest ECR-vs-ppg gap on the board, but half of it is TD luck, and ESPN rooms already price him QB8 (~76). League B target at 64-77, never at 39.",8
65,TreVeyon Henderson,RB,NE,23.9,11.0,70.96,25.41,17.0,12.482352941176472,12.364705882352942,23.166666666666668,5.5,42.0,0.0871369294605809,180.0,2.0,0.0,0.0,0.0,911.0,0.4588235294117647,72.0,"12.5 ppg full year; 7.3 ppg Wks 1-9, then 18.4 ppg (RB7) Wks 10-18. Depth chart lists Stevenson first. ESPN ADP ~72 vs Sleeper 52: cheap on ESPN.",25
66,Rome Odunze,WR,CHI,24.3,10.0,57.49,28.37,12.0,12.425,12.508333333333333,20.266666666666666,5.175,90.0,0.2368421052631578,0.0,0.0,2.0,0.0,0.0,0.0,0.8808333333333334,66.5,"12.4 ppg in 12 g, 24% share, WR11 ppg Wks 1-8. Listed WR1 outside in CHI with Moore gone.",28
67,Jayden Daniels,QB,WAS,25.7,7.0,53.22,5.55,7.0,16.325714285714287,18.61142857142857,18.593333333333337,16.18,0.0,0.0,58.0,0.0,0.0,8.0,0.0,278.0,0.9028571428571428,62.0,16.3/18.6 ppg in 7 g (four separate injuries). 21.1 ppg in 2024. Rushing floor when healthy; availability risk.,9
68,Patrick Mahomes II,QB,KC,31.0,5.0,101.49,13.89,14.0,20.40571428571429,23.83428571428572,27.86666666666667,13.205,1.0,0.0020964360587002,64.0,0.0,0.0,22.0,2.0,422.0,0.9742857142857144,82.0,"20.4/23.8 ppg in 14 g, 422 rush yds. ACL/LCL rehab, no preseason snaps, 'on track' for Wk 1 (Mon Sep 14). Rice/Worthy/Kelce; Bieniemy back.",10
69,Christian Watson,WR,GB,27.3,11.0,57.65,28.27,10.0,13.39,13.44,18.333333333333336,6.825,55.0,0.1923076923076923,1.0,0.0,1.0,0.0,0.0,3.0,0.6769999999999999,80.0,"13.4 ppg in 10 g, 19% share; GB WR1 on depth chart. Injury history; TD-dependent.",29
70,Bhayshul Tuten,RB,JAX,24.6,7.0,67.19,24.0,15.0,5.906666666666666,5.906666666666666,10.816666666666668,2.05,14.0,0.0325581395348837,83.0,0.0,0.0,0.0,0.0,307.0,0.2113333333333333,50.0,5.9 ppg as rookie (83 car). Listed RB1 with Etienne gone; Rodriguez behind. Coen offense. Speculative RB1 role at RB3 price.,26
71,Mike Evans,WR,SF,33.1,8.0,56.16,27.49,8.0,10.7875,10.85,13.483333333333334,8.925,62.0,0.2313432835820895,0.0,0.0,1.0,0.0,0.0,0.0,0.65625,62.5,"10.8 ppg in 8 g, age 33. Signed with SF (Purdy, Shanahan), Aiyuk gone, Deebo WR2. 11 straight 1,000-yd seasons ended in 2025.",30
72,Caleb Williams,QB,CHI,24.8,10.0,67.1,7.48,17.0,18.745882352941177,22.04,26.96333333333333,11.8,2.0,0.0037593984962406,77.0,0.0,0.0,27.0,1.0,388.0,0.9905882352941175,85.0,"18.7/22.0 ppg, 27 TD, 388 rush yds, 17 games. Year 3 under Ben Johnson; Moore gone, Burden/Odunze/Loveland up.",11
73,Michael Wilson,WR,ARI,26.5,14.0,88.37,39.49,17.0,13.241176470588234,13.32941176470588,25.700000000000003,6.6,126.0,0.2042139384116693,0.0,0.0,3.0,0.0,0.0,0.0,0.8135294117647058,105.5,"13.2 ppg, 126 tgt, best-6 avg 25.7 (WR ~12 in ceiling weeks). Listed WR2 in ARI; Brissett throws volume. ADP ~88 = value.",31
